Sl no.,GSTIN/UIN of Customer,Name of the Customer,Invoice No.,Is Memo,Invoice Date,Invoice Val,HSN,Product Name,Taxable Val,SGST/UTGST Rate,SGST/UTGST(Rs), CGST Rate,CGST(Rs),IGST Rate,IGST(Rs),CESS Rate,CESS(Rs),ADDITIONAL CESS Rate,ADDITIONAL CESS(Rs),Pos(State Code),UOM,QTY,RATE,Payment Mode
7531,,,4121027340,0,19-03-2022,510,,Oreo WaffervBiscuits,175,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,175,Cash
7532,,,4121027340,0,19-03-2022,510,1902,Tong Garden,66.98,6.00%,4.01,6.00%,4.01,-,-,-,-,-,-,27,PC,1,75,Cash
7533,,,4121027341,0,19-03-2022,155,220210,Red Bull Sugarfree 250 Ml,89.86,14.00%,12.57,14.00%,12.57,-,-,-,-,-,-,27,PC,1,115,Cash
7534,,,4121027341,0,19-03-2022,155,22029030,Minute Maid Mixed Fruit Pet 250Ml,33.9,9.00%,3.05,9.00%,3.05,-,-,-,-,-,-,27,PC,2,20,Cash
7535,,,4121027342,0,19-03-2022,302,,Fruit Vegetables,92,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,92,Cash
7536,,,4121027342,0,19-03-2022,302,,koka aglio olio,66.98,6.00%,4.01,6.00%,4.01,-,-,-,-,-,-,27,PC,1,75,Cash
7537,,,4121027342,0,19-03-2022,302,,koka,75,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,75,Cash
7538,,,4121027342,0,19-03-2022,302,,Hershey sugar Free Milk Flvr Kisses,60,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,60,Cash
7539,,,4121027343,0,19-03-2022,20,22029030,Minute Maid Mixed Fruit Pet 250Ml,16.96,9.00%,1.52,9.00%,1.52,-,-,-,-,-,-,27,PC,1,20,Cash
7540,,,4121027344,0,19-03-2022,100,22029030,PB Aam Panna  250Ml,26.8,6.00%,1.6,6.00%,1.6,-,-,-,-,-,-,27,PC,1,30,Cash
7541,,,4121027344,0,19-03-2022,100,22029030,PB Chilli Guava,26.8,6.00%,1.6,6.00%,1.6,-,-,-,-,-,-,27,PC,1,30,Cash
7542,,,4121027344,0,19-03-2022,100,1806,Zubi Lolly,35.72,6.00%,2.14,6.00%,2.14,-,-,-,-,-,-,27,PC,1,40,Cash
7543,,,4121027345,0,19-03-2022,70,,Lollypop candy,70,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,35,Cash
7544,,,4121027346,0,19-03-2022,170,,kwality walls cornitos chocolayes,40,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,40,Cash
7545,,,4121027346,0,19-03-2022,170,,Kw Oreo Disc,55.1,9.00%,4.95,9.00%,4.95,-,-,-,-,-,-,27,PC,1,65,Cash
7546,,,4121027346,0,19-03-2022,170,,Royal Kulfi,65,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,65,Cash
7547,,,4121027347,0,19-03-2022,110,7011,Yakult Probiotic Health Drink 325ml,76.2,2.50%,1.9,2.50%,1.9,-,-,-,-,-,-,27,PC,1,80,Cash
7548,,,4121027347,0,19-03-2022,110,22029030,PB Aamras Drink 250 Ml,26.8,6.00%,1.6,6.00%,1.6,-,-,-,-,-,-,27,PC,1,30,Cash
7549,,,4121027348,0,19-03-2022,430,,Shan Biryani Masala,150,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,75,Cash
7550,,,4121027348,0,19-03-2022,430,2009,Zorabian Chicken Precut 900gm,280,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,280,Cash
7551,,,4121027349,0,19-03-2022,35,210690,Cornitos Nacho Crisps - Sizzlin Jalapeno 60 Gm Pouch,31.26,6.00%,1.87,6.00%,1.87,-,-,-,-,-,-,27,PC,1,35,Cash
7552,,,4121027350,0,19-03-2022,345,,Shreenath Zucchini Green ,25,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,25,Cash
7553,,,4121027350,0,19-03-2022,345,2103,Thai Red Curry paste 50 gm,125,6.00%,7.5,6.00%,7.5,-,-,-,-,-,-,27,PC,2,70,Cash
7554,,,4121027350,0,19-03-2022,345,22029030,PB Aamras Drink 250 Ml,53.58,6.00%,3.21,6.00%,3.21,-,-,-,-,-,-,27,PC,2,30,Cash
7555,,,4121027350,0,19-03-2022,345,,makhana,120,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,120,Cash
7556,,,4121027351,0,19-03-2022,420,1806,Jb Choc Coin 68 Gm Plpch Gold [Mouldd],186.46,9.00%,16.77,9.00%,16.77,-,-,-,-,-,-,27,PC,2,110,Cash
7557,,,4121027351,0,19-03-2022,420,1704,Choc Coin Milk Flavoured Candy 56 Gm Pouch,93.24,9.00%,8.38,9.00%,8.38,-,-,-,-,-,-,27,PC,1,110,Cash
7558,,,4121027351,0,19-03-2022,420,,asuper Sweet Potato,90,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,90,Cash
7559,,,4121027352,0,19-03-2022,1135,,banana chips,145,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,145,Cash
7560,,,4121027352,0,19-03-2022,1135,220210,So Good Almond Fresh\Chocolate\Tpk 200 Ml- 24,118.66,9.00%,10.67,9.00%,10.67,-,-,-,-,-,-,27,PC,2,70,Cash
7561,,,4121027352,0,19-03-2022,1135,1806,Ferraro Rocher 16T 200G,466.12,9.00%,41.94,9.00%,41.94,-,-,-,-,-,-,27,PC,1,550,Cash
7562,,,4121027352,0,19-03-2022,1135,,Hershey's strawberry milk shake,62.5,6.00%,3.75,6.00%,3.75,-,-,-,-,-,-,27,PC,2,35,Cash
7563,,,4121027352,0,19-03-2022,1135,,Rite Bite Max Protin Choco Chips Cookies,67.8,9.00%,6.1,9.00%,6.1,-,-,-,-,-,-,27,PC,2,40,Cash
7564,,,4121027352,0,19-03-2022,1135,, Fiesta Vannila Muffins,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
7565,,,4121027352,0,19-03-2022,1135,,Theatre Piri Piri & Lime 64 Gm Popcorn,44.66,6.00%,2.67,6.00%,2.67,-,-,-,-,-,-,27,PC,1,50,Cash
7566,,,4121027352,0,19-03-2022,1135,,Butter Caramal Biscuits,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
7567,,,4121027353,0,19-03-2022,164,,Jaambu Karela Sp. Pakavada 150gm,61.92,2.50%,1.54,2.50%,1.54,-,-,-,-,-,-,27,PC,1,65,Cash
7568,,,4121027353,0,19-03-2022,164,210690,Kettle Himalayan Pink Salt,88.4,6.00%,5.3,6.00%,5.3,-,-,-,-,-,-,27,PC,1,99,Cash
7569,,,4121027354,0,19-03-2022,494,,Fruit Vegetables,100,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,100,Cash
7570,,,4121027354,0,19-03-2022,494,,Kitchen Sense,59,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,59,Cash
7571,,,4121027354,0,19-03-2022,494,,Potato Biscut,25,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,25,Cash
7572,,,4121027354,0,19-03-2022,494,405,Amul Pasteurised Butter 100 And,44.66,6.00%,2.67,6.00%,2.67,-,-,-,-,-,-,27,PC,1,50,Cash
7573,,,4121027354,0,19-03-2022,494,710,Amul Cheese Slices 100 Gms,133.94,6.00%,8.03,6.00%,8.03,-,-,-,-,-,-,27,PC,2,75,Cash
7574,,,4121027354,0,19-03-2022,494,1902,Wai Wai Ndl Hakka Veg 180G,71.44,6.00%,4.28,6.00%,4.28,-,-,-,-,-,-,27,PC,2,40,Cash
7575,,,4121027354,0,19-03-2022,494,,Ever Green Nalli Plain 80 Gm,26.8,6.00%,1.6,6.00%,1.6,-,-,-,-,-,-,27,PC,1,30,Cash
7576,,,4121027355,0,19-03-2022,84,,Fruit Vegetables,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
7577,,,4121027355,0,19-03-2022,84,,Fiesta Whole Wheat Ladi Pav,54,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,27,Cash
7578,,,4121027356,0,19-03-2022,446.5,,6.294E+12,140,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,70,Cash
7579,,,4121027356,0,19-03-2022,446.5,402, Sofit Chocolate Soya Milk 200 Ml,31.26,6.00%,1.87,6.00%,1.87,-,-,-,-,-,-,27,PC,1,35,Cash
7580,,,4121027356,0,19-03-2022,446.5,190532,Dukes Wafers - Waffy (Orange Flavor) 75 Gm Pouching,19.08,9.00%,1.71,9.00%,1.71,-,-,-,-,-,-,27,PC,1,22.5,Cash
7581,,,4121027356,0,19-03-2022,446.5,,Alpino Peanut Butter,222.34,6.00%,13.33,6.00%,13.33,-,-,-,-,-,-,27,PC,1,249,Cash
7582,,,4121027357,0,19-03-2022,290,205,Zorabian Chicken  Spicy Sausage 500G,258.94,6.00%,15.53,6.00%,15.53,-,-,-,-,-,-,27,PC,1,290,Cash
7583,,,4121027358,0,19-03-2022,330,,Food,110,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,55,Cash
7584,,,4121027358,0,19-03-2022,330,,Fruit Vegetables,130,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,130,Cash
7585,,,4121027358,0,19-03-2022,330,,Shreenath Baby Corn,25,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,25,Cash
7586,,,4121027358,0,19-03-2022,330,,Shreenath Cherry Tomato Red,40,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,40,Cash
7587,,,4121027358,0,19-03-2022,330,,Maggi Veg Cubes 20 G,25,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,25,Cash
7588,,,4121027359,0,19-03-2022,-290,205,Zorabian Chicken  Spicy Sausage 500G,-258.94,6.00%,-15.53,6.00%,-15.53,-,-,-,-,-,-,27,PC,-1,290,Cash
7589,,,4121027360,0,19-03-2022,1114,902,tulsi sweet lemon tea,174,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,174,Cash
7590,,,4121027360,0,19-03-2022,1114,205,Venky's Chicken Sheek Kabab 500 Gms,316.98,6.00%,19.01,6.00%,19.01,-,-,-,-,-,-,27,PC,1,355,Cash
7591,,,4121027360,0,19-03-2022,1114,205,Zorabian Chicken  Spicy Sausage 500G,258.94,6.00%,15.53,6.00%,15.53,-,-,-,-,-,-,27,PC,1,290,Cash
7592,,,4121027360,0,19-03-2022,1114,,Prasuma Momos Spicy chiken,263.4,6.00%,15.8,6.00%,15.8,-,-,-,-,-,-,27,PC,1,295,Cash
7593,,,4121027361,0,19-03-2022,225,1806,Ferrero Rocher 3T 37.5gm,101.7,9.00%,9.15,9.00%,9.15,-,-,-,-,-,-,27,PC,1,120,Cash
7594,,,4121027361,0,19-03-2022,225,1806,Snickers Chocolate 25Gm,16.96,9.00%,1.52,9.00%,1.52,-,-,-,-,-,-,27,PC,1,20,Cash
7595,,,4121027361,0,19-03-2022,225,210690,Salsalito Tortilla Chips Cheese 50 G,31.26,6.00%,1.87,6.00%,1.87,-,-,-,-,-,-,27,PC,1,35,Cash
7596,,,4121027361,0,19-03-2022,225,,The Theatre Butter Popcorn,44.66,6.00%,2.67,6.00%,2.67,-,-,-,-,-,-,27,PC,1,50,Cash
7597,,,4121027362,0,19-03-2022,305,,Shreenath Thai Bird Chilly,70,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,70,Cash
7598,,,4121027362,0,19-03-2022,305,1902,Tong Garden,66.98,6.00%,4.01,6.00%,4.01,-,-,-,-,-,-,27,PC,1,75,Cash
7599,,,4121027362,0,19-03-2022,305,2105,Kwality Walls Feast Chocolate 62gm,25.44,9.00%,2.28,9.00%,2.28,-,-,-,-,-,-,27,PC,1,30,Cash
7600,,,4121027362,0,19-03-2022,305,1701,24Mantra Organic Jaggery 500 G,80.96,2.50%,2.02,2.50%,2.02,-,-,-,-,-,-,27,PC,1,85,Cash
7601,,,4121027362,0,19-03-2022,305,1905,Fiesta White Bread,45,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,45,Cash
7602,,,4121027363,0,19-03-2022,230,,Campfire Marshmallow,130,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,130,Cash
7603,,,4121027363,0,19-03-2022,230,1806,Amul Fruit'N' Nut Milk Chocolate 150G,84.76,9.00%,7.62,9.00%,7.62,-,-,-,-,-,-,27,PC,1,100,Cash
7604,,,4121027364,0,19-03-2022,47,,Fruit Vegetables,47,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,47,Cash
7605,,,4121027365,0,19-03-2022,634,,Samyang Buldak Hot Chicken Fl,250,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,125,Cash
7606,,,4121027365,0,19-03-2022,634,710,Amul Piza Cheese Mozarella Cheese 200 Gm,96.44,6.00%,5.78,6.00%,5.78,-,-,-,-,-,-,27,PC,1,108,Cash
7607,,,4121027365,0,19-03-2022,634,,Crimica Veg Mayonies Squesy,55.36,6.00%,3.32,6.00%,3.32,-,-,-,-,-,-,27,PC,1,62,Cash
7608,,,4121027365,0,19-03-2022,634,,Tex Mix Salsalito Nachos Crunchy Pizza,80.36,6.00%,4.82,6.00%,4.82,-,-,-,-,-,-,27,PC,1,90,Cash
7609,,,4121027365,0,19-03-2022,634,,food rite eggless mayo,34.84,6.00%,2.08,6.00%,2.08,-,-,-,-,-,-,27,PC,1,39,Cash
7610,,,4121027365,0,19-03-2022,634,210690,Cornitos Nacho Crisps - Sizzlin Jalapeno 150 Gm Pouch,75.9,6.00%,4.55,6.00%,4.55,-,-,-,-,-,-,27,PC,1,85,Cash
7611,,Dunzo,4121027366,0,19-03-2022,404,1902,Nongshim Ramyun Shin Soup Noodle,97.34,6.00%,5.83,6.00%,5.83,-,-,-,-,-,-,27,PC,1,109,Cash
7612,,Dunzo,4121027366,0,19-03-2022,404,,Prasuma Chicken Momos,263.4,6.00%,15.8,6.00%,15.8,-,-,-,-,-,-,27,PC,1,295,Cash
7613,,,4121027367,0,19-03-2022,1120,,Haribo Goldbears,560,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,280,Cash
7614,,,4121027367,0,19-03-2022,1120,,Haribo Happy Cola Candy,560,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,280,Cash
7615,,,4121027368,0,19-03-2022,1210,210690,Pringles Sour Cream & Onion 158gm,410.72,6.00%,24.64,6.00%,24.64,-,-,-,-,-,-,27,PC,2,230,Cash
7616,,,4121027368,0,19-03-2022,1210,1806,Ferraro Rocher 16T 200G,466.12,9.00%,41.94,9.00%,41.94,-,-,-,-,-,-,27,PC,1,550,Cash
7617,,,4121027368,0,19-03-2022,1210,,"Hershey""S Kisses Milk Chocolate 36gm",42.38,9.00%,3.81,9.00%,3.81,-,-,-,-,-,-,27,PC,1,50,Cash
7618,,,4121027368,0,19-03-2022,1210,,"Hershey""S Kisses Almonds 33.6gm",42.38,9.00%,3.81,9.00%,3.81,-,-,-,-,-,-,27,PC,1,50,Cash
7619,,,4121027368,0,19-03-2022,1210,1806,Amul Fruit'N' Nut Milk Chocolate 150G,84.76,9.00%,7.62,9.00%,7.62,-,-,-,-,-,-,27,PC,1,100,Cash
7620,,,4121027369,0,19-03-2022,525,,PANTAI FISH SAUCE 200 ML,245,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,245,Cash
7621,,,4121027369,0,19-03-2022,525,2103,Thai Red Curry paste 50 gm,62.5,6.00%,3.75,6.00%,3.75,-,-,-,-,-,-,27,PC,1,70,Cash
7622,,,4121027369,0,19-03-2022,525,2103,Red Thai Green Curry Paste 50 gm,62.5,6.00%,3.75,6.00%,3.75,-,-,-,-,-,-,27,PC,1,70,Cash
7623,,,4121027369,0,19-03-2022,525,,Tom yum soup,70,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,70,Cash
7624,,,4121027369,0,19-03-2022,525,22029020,Kara. Cocinut. Milk. 200ml,62.5,6.00%,3.75,6.00%,3.75,-,-,-,-,-,-,27,PC,1,70,Cash
7625,,,4121027370,0,19-03-2022,375,2106,Amul Kool Koko Can  200 Ml,25.44,9.00%,2.28,9.00%,2.28,-,-,-,-,-,-,27,PC,1,30,Cash
7626,,,4121027370,0,19-03-2022,375,,Galaxy Fruit & Nut,75,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,75,Cash
7627,,,4121027370,0,19-03-2022,375,,Waffle Chips Milk Drizzle 85 gm,101.7,9.00%,9.15,9.00%,9.15,-,-,-,-,-,-,27,PC,1,120,Cash
7628,,,4121027370,0,19-03-2022,375,,biscotto wafer sticks,150,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,150,Cash
7629,,,4121027371,0,19-03-2022,319,,Fruit Vegetables,174,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,174,Cash
7630,,,4121027371,0,19-03-2022,319,1806,Amul Dark Chocolate 150 Gms,84.76,9.00%,7.62,9.00%,7.62,-,-,-,-,-,-,27,PC,1,100,Cash
7631,,,4121027371,0,19-03-2022,319,1905,Fiesta White Bread,45,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,45,Cash
7632,,,4121027372,0,19-03-2022,204,,Abaan,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
7633,,,4121027372,0,19-03-2022,204,,Epigamia Chocolate,35,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,35,Cash
7634,,,4121027372,0,19-03-2022,204,,latte,139,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,139,Cash
7635,,,4121027373,0,19-03-2022,659,,Seal Clips,79,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,79,Cash
7636,,,4121027373,0,19-03-2022,659,,Shreenath Salad Mix Bag,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
7637,,,4121027373,0,19-03-2022,659,,Shreenath Capsicum Mix,70,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,70,Cash
7638,,,4121027373,0,19-03-2022,659,,Shreenath Alfafa Sprouts,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
7639,,,4121027373,0,19-03-2022,659,,Deli Sun Tomato Wraps,409.54,2.50%,10.23,2.50%,10.23,-,-,-,-,-,-,27,PC,2,215,Cash
7640,,,4121027374,0,19-03-2022,65,,Kw Oreo Disc,55.1,9.00%,4.95,9.00%,4.95,-,-,-,-,-,-,27,PC,1,65,Cash
7641,,,4121027375,0,19-03-2022,934,,SKITTLES WILDBERRY 45G,80,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,80,Cash
7642,,,4121027375,0,19-03-2022,934,,MiLAKA,185,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,185,Cash
7643,,,4121027375,0,19-03-2022,934,,selpack Napkij,90,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,90,Cash
7644,,,4121027375,0,19-03-2022,934,19059029,Meiji Hello Panda Biscuit Strawberry 57 gm,84.76,9.00%,7.62,9.00%,7.62,-,-,-,-,-,-,27,PC,1,100,Cash
7645,,,4121027375,0,19-03-2022,934,,Hershey's strawberry milk shake,31.26,6.00%,1.87,6.00%,1.87,-,-,-,-,-,-,27,PC,1,35,Cash
7646,,,4121027375,0,19-03-2022,934,220210,Coca Cola 300 Ml,28.6,14.00%,3.99,14.00%,3.99,-,-,12.00%,3.42,-,-,27,PC,1,40,Cash
7647,,,4121027375,0,19-03-2022,934,220210,Fanta Can 300 Ml,31.26,14.00%,4.37,14.00%,4.37,-,-,-,-,-,-,27,PC,1,40,Cash
7648,,,4121027375,0,19-03-2022,934,220210,Sprite Can 300Ml Pack Of 4,28.6,14.00%,3.99,14.00%,3.99,-,-,12.00%,3.42,-,-,27,PC,1,40,Cash
7649,,,4121027375,0,19-03-2022,934,1806,Dukes 3*150 Gm Plpch Cream Combi[Strwb+Pine+Choco]+Save Rs31,50,9.00%,4.5,9.00%,4.5,-,-,-,-,-,-,27,PC,1,59,Cash
7650,,,4121027375,0,19-03-2022,934,,Epigamia Strawberry Milkshake,31.26,6.00%,1.87,6.00%,1.87,-,-,-,-,-,-,27,PC,1,35,Cash
7651,,,4121027375,0,19-03-2022,934,,SAAPPHIRE CASHEW,40,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,40,Cash
7652,,,4121027375,0,19-03-2022,934,19053100,Meji Yan Yan Straberry 57 gm,84.76,9.00%,7.62,9.00%,7.62,-,-,-,-,-,-,27,PC,1,100,Cash
7653,,,4121027375,0,19-03-2022,934,,Meiji HELLO PANDA,90,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,90,Cash
7654,,,4121027376,0,19-03-2022,290,,Magic Pops,160,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,16,10,Cash
7655,,,4121027376,0,19-03-2022,290,,Jelly Lollypop,60,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,30,Cash
7656,,,4121027376,0,19-03-2022,290,,Lollypop candy,70,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,35,Cash
7657,,,4121027377,0,19-03-2022,289,,Potato Biscut,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,25,Cash
7658,,,4121027377,0,19-03-2022,289,,Fudge Bar,40,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,40,Cash
7659,,,4121027377,0,19-03-2022,289,2103,salsalito Creamy Cheese veg Dip 300 GMs,53.58,6.00%,3.21,6.00%,3.21,-,-,-,-,-,-,27,PC,1,60,Cash
7660,,,4121027377,0,19-03-2022,289,210690,Kettle Cheddar Onine,88.4,6.00%,5.3,6.00%,5.3,-,-,-,-,-,-,27,PC,1,99,Cash
7661,,,4121027377,0,19-03-2022,289,,SAAPPHIRE CASHEW,40,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,40,Cash
7662,,,4121027378,0,19-03-2022,405,2209,Fruitella Strawberry,107.16,6.00%,6.42,6.00%,6.42,-,-,-,-,-,-,27,PC,2,60,Cash
7663,,,4121027378,0,19-03-2022,405,2209,Fruitella Orange,60,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,60,Cash
7664,,,4121027378,0,19-03-2022,405,2209,Fruitella Blueberry ,53.58,6.00%,3.21,6.00%,3.21,-,-,-,-,-,-,27,PC,1,60,Cash
7665,,,4121027378,0,19-03-2022,405,,kerla tapicoa,65,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,65,Cash
7666,,,4121027378,0,19-03-2022,405,2106,Life N Fit Soya Stic 200G,95.24,2.50%,2.38,2.50%,2.38,-,-,-,-,-,-,27,PC,2,50,Cash
7667,,,4121027379,0,19-03-2022,60,403,Milky Mist Farm Fresh Curd 400 Gms,53.58,6.00%,3.21,6.00%,3.21,-,-,-,-,-,-,27,PC,1,60,Cash
7668,,Dunzo,4121027380,0,19-03-2022,200,2201,Schweppes Indian - Tonic Water 250 Ml Bottle,35.74,14.00%,4.99,14.00%,4.99,-,-,12.00%,4.28,-,-,27,PC,1,50,Cash
7669,,Dunzo,4121027380,0,19-03-2022,200,,Svami Original Tonic Water200 Ml,117.2,14.00%,16.4,14.00%,16.4,-,-,-,-,-,-,27,PC,2,75,Cash
7670,,,4121027381,0,19-03-2022,90,,Brooksite Blackberry 30gm,50.86,9.00%,4.57,9.00%,4.57,-,-,-,-,-,-,27,PC,1,60,Cash
7671,,,4121027381,0,19-03-2022,90,17049020,Zubi Lollies Candy Rocks 20 gm,26.8,6.00%,1.6,6.00%,1.6,-,-,-,-,-,-,27,PC,1,30,Cash
7672,,,4121027382,0,19-03-2022,1679,, Carry Bag Small,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
7673,,,4121027382,0,19-03-2022,1679,,Samyang Seafood Party 125 Gm,111.62,6.00%,6.69,6.00%,6.69,-,-,-,-,-,-,27,PC,1,125,Cash
7674,,,4121027382,0,19-03-2022,1679,,Potato Biscut,100,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,4,25,Cash
7675,,,4121027382,0,19-03-2022,1679,,Monin Peach Tea,395,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,395,Cash
7676,,,4121027382,0,19-03-2022,1679,,Morning Fresh,99,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,99,Cash
7677,,,4121027382,0,19-03-2022,1679,,haribo marshmellows,220,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,220,Cash
7678,,,4121027382,0,19-03-2022,1679,,Toblerone Milk Chocolate With Honey & Almond,156.78,9.00%,14.11,9.00%,14.11,-,-,-,-,-,-,27,PC,1,185,Cash
7679,,,4121027382,0,19-03-2022,1679,,Hersheys Kisses Almonds 100.8gm,118.66,9.00%,10.67,9.00%,10.67,-,-,-,-,-,-,27,PC,1,140,Cash
7680,,,4121027382,0,19-03-2022,1679,22029100,Budweiser Beer Bottle 330 ml,76.28,9.00%,6.86,9.00%,6.86,-,-,-,-,-,-,27,PC,1,90,Cash
7681,,,4121027382,0,19-03-2022,1679,10200673,Snikers Almond's,42.38,9.00%,3.81,9.00%,3.81,-,-,-,-,-,-,27,PC,1,50,Cash
7682,,,4121027382,0,19-03-2022,1679,,Heinken Non Alcohol Bottle,101.7,9.00%,9.15,9.00%,9.15,-,-,-,-,-,-,27,PC,1,120,Cash
7683,,,4121027382,0,19-03-2022,1679,1902,Wai Wai Ndl Hakka Veg 180G,71.44,6.00%,4.28,6.00%,4.28,-,-,-,-,-,-,27,PC,2,40,Cash
7684,,,4121027382,0,19-03-2022,1679,1704,Kala namak,45,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,45,Cash
7685,,,4121027383,0,19-03-2022,316,1704,Coolberg Tamarind Beer\Non Alcoholic\Rgb 250 Ml- 24+25 Ml Free,70.54,6.00%,4.23,6.00%,4.23,-,-,-,-,-,-,27,PC,1,79,Cash
7686,,,4121027383,0,19-03-2022,316,,Coolberg Strawberry,70.54,6.00%,4.23,6.00%,4.23,-,-,-,-,-,-,27,PC,1,79,Cash
7687,,,4121027383,0,19-03-2022,316,,coolberg cranberry flavour,141.08,6.00%,8.46,6.00%,8.46,-,-,-,-,-,-,27,PC,2,79,Cash
7688,,,4121027384,0,19-03-2022,4721,1806,Chocalate M&m 45g,76.28,9.00%,6.86,9.00%,6.86,-,-,-,-,-,-,27,PC,1,90,Cash
7689,,,4121027384,0,19-03-2022,4721,21039090,Ragu Cheese Parmesan & Romano Pasta Sauce 680g,401.8,6.00%,24.1,6.00%,24.1,-,-,-,-,-,-,27,PC,1,450,Cash
7690,,,4121027384,0,19-03-2022,4721,,taident cinnamon,398,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,199,Cash
7691,,,4121027384,0,19-03-2022,4721,,Milka,370,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,185,Cash
7692,,,4121027384,0,19-03-2022,4721,,Kinder Mini Chocolate T -75 460gm,1182.22,9.00%,106.39,9.00%,106.39,-,-,-,-,-,-,27,PC,1,1395,Cash
7693,,,4121027384,0,19-03-2022,4721,,8.85877E+12,210,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,210,Cash
7694,,,4121027384,0,19-03-2022,4721,,Hersheys chocolate milk shake,62.5,6.00%,3.75,6.00%,3.75,-,-,-,-,-,-,27,PC,2,35,Cash
7695,,,4121027384,0,19-03-2022,4721,402,Amul Fresh Cream 250ml,63,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,63,Cash
